jrk_template,Phylum,Class,Order,Family,GENUS,COMMENT on genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont
jrk02091,Ascomycota,Lecanoromycetes,Lecanorales,Lecanorales family incertae sedis,Coronoplectrum,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk02096,Ascomycota,Lecanoromycetes,Lecanorales,Lecanorales family incertae sedis,Corticiruptor,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
jrk04693,Ascomycota,Lecanoromycetes,Lecanorales,Lecanorales family incertae sedis,Lichenosticta,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,none,none,,,,
jrk09809,Ascomycota,Lecanoromycetes,Lecanorales,Lecanorales family incertae sedis,Lopezaria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk05695,Ascomycota,Lecanoromycetes,Lecanorales,Lecanorales family incertae sedis,Neopsoromopsis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,chlorococcoid,
jrk05771,Ascomycota,Lecanoromycetes,Lecanorales,Lecanorales family incertae sedis,Nimisiostella,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
jrk07268,Ascomycota,Lecanoromycetes,Lecanorales,Lecanorales family incertae sedis,Psoromella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,none,none,,,chlorococcoid,
jrk07323,Ascomycota,Lecanoromycetes,Lecanorales,Lecanorales family incertae sedis,Puttea,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk07430,Ascomycota,Lecanoromycetes,Lecanorales,Lecanorales family incertae sedis,Ramalea,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,,
jrk08668,Ascomycota,Lecanoromycetes,Lecanorales,Lecanorales family incertae sedis,Tasmidella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09158,Ascomycota,Lecanoromycetes,Lecanorales,Lecanorales family incertae sedis,Umbilithecium,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
jrk09161,Ascomycota,Lecanoromycetes,Lecanorales,Lecanorales family incertae sedis,Umushamyces,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
jrk01681,Ascomycota,Lecanoromycetes,Lecanorales,Malmideaceae,Cheiromycina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,none,none,,,chlorococcoid,
jrk02179,Ascomycota,Lecanoromycetes,Lecanorales,Malmideaceae,Crustospathula,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk04270,Ascomycota,Lecanoromycetes,Lecanorales,Malmideaceae,Kalbionora,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk04895,Ascomycota,Lecanoromycetes,Lecanorales,Malmideaceae,Malmidea,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk07821,Ascomycota,Lecanoromycetes,Lecanorales,Malmideaceae,Savoronala,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,none,none,,,chlorococcoid,
jrk08299,Ascomycota,Lecanoromycetes,Lecanorales,Malmideaceae,Sprucidea,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
,Ascomycota,Lecanoromycetes,Lecanorales,Malmideaceae,Zhurbenkoa,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
jrk01490,Ascomycota,Lecanoromycetes,Lecanorales,Megalariaceae,Catillochroma,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,,
jrk04986,Ascomycota,Lecanoromycetes,Lecanorales,Megalariaceae,Megalaria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09776,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Ahtiana,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk00191,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Alectoria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk00210,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Allantoparmelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09777,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Allocetraria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09778,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Almbornia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,,
jrk00423,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Anzia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09779,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Arctocetraria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk00575,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Arctoparmelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk00641,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Asahinea,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk00830,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Austromelanelixia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk00832,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Austroparmelina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01187,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Brodoa,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01207,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Bryocaulon,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01221,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Bryoria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09780,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Bulborrhizina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,,
jrk01245,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Bulbothrix,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01405,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Canoparmelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09781,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cavernularia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01588,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09782,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetrariastrum,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09783,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetrariella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01590,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetrelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09784,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetreliopsis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk01932,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Coelopogon,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,none,none,,,chlorococcoid,
jrk02076,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cornicularia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09785,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Crespoa,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk02381,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Dactylina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk02402,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Davidgallowaya,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk02749,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Dolichousnea,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk02888,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Emodomelanelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk03053,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Esslingeriana,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk03070,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Eumitria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk03089,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Evernia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09786,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Everniastrum,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk03091,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Everniopsis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09787,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavocetraria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk03216,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavoparmelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk03218,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavopunctelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09788,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Gowardia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk03870,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Himantormia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk04063,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypogymnia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk04071,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypotrachyna,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk04123,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Imshaugia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09789,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Kaernefeltia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09790,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Karoowia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,,
jrk04638,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Letharia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk04639,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Lethariella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk04944,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Masonhalea,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk05009,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Melanelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk05010,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Melanelixia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk05024,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Melanohalea,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk05073,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Menegazzia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk05282,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Montanelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk05434,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Myelochroa,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09791,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Namakwa,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,,
jrk05741,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Nephromopsis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09792,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Nesolechia,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
jrk09793,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Neuropogon,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,,
jrk05774,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Nipponoparmelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk05782,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Nodobryoria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk05814,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Notoparmelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09794,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Omphalodiella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,,
jrk05901,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Omphalodium,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk05902,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Omphalora,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk05960,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Oropogon,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk06046,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pannoparmelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09795,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelaria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,,
jrk06206,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk06208,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk06209,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelinella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09796,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelinopsis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk06210,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmeliopsis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk06212,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk06213,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotremopsis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk06360,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Phacopsis,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
jrk06693,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Platismatia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk06768,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pleurosticta,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk06964,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Protoparmelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk06976,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Protousnea,,lichenized,,lichen_parasite_some_species,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk06995,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pseudephebe,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk06997,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pseudevernia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk07148,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pseudoparmelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk07258,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Psiloparmelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk07311,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Punctelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk07481,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Relicina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09797,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Relicinopsis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,,
jrk07485,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Remototrachyna,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09798,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Rimelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,,
jrk08512,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Sulcaria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09799,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Tuckermanella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09800,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Tuckermannopsis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09196,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09801,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnocetraria,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk09802,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Vulpicida,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
